series_id,series_title,frequency,year,period,period_name,date_index,value,previous_value,value_diff,pct_change,month,quarter,latest,footnotes,nlp_text,publication_datetime
LNS14000000,Unemployment Rate,Monthly,2025,M07,July,2025-M07,4.3,158478.0,-158473.7,-99.99728668963516,7,,False,,Unemployment Rate for July 2025 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M07,July,2025-M07,158542.0,4.3,158537.7,3686923.2558139544,7,,False,,Total Nonfarm Employment for July 2025 was 158542.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2025,M08,August,2025-M08,4.3,158542.0,-158537.7,-99.99728778494028,8,,False,,Unemployment Rate for August 2025 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M08,August,2025-M08,158472.0,4.3,158467.7,3685295.34883721,8,,False,,Total Nonfarm Employment for August 2025 was 158472.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2025,M09,September,2025-M09,4.4,158472.0,-158467.6,-99.99722348427483,9,,False,,Unemployment Rate for September 2025 was 4.4.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M09,September,2025-M09,158548.0,4.4,158543.6,3603263.6363636362,9,,False,,Total Nonfarm Employment for September 2025 was 158548.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M10,October,2025-M10,158408.0,158548.0,-140.0,-0.08830133461160027,10,,False,,Total Nonfarm Employment for October 2025 was 158408.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2025,M11,November,2025-M11,4.5,158408.0,-158403.5,-99.99715923438211,11,,False,,Unemployment Rate for November 2025 was 4.5.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M11,November,2025-M11,158449.0,4.5,158444.5,3520988.888888889,11,,False,,Total Nonfarm Employment for November 2025 was 158449.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2025,M12,December,2025-M12,4.4,158449.0,-158444.6,-99.99722308124382,12,,False,,Unemployment Rate for December 2025 was 4.4.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2025,M12,December,2025-M12,158432.0,4.4,158427.6,3600627.272727273,12,,False,,Total Nonfarm Employment for December 2025 was 158432.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M01,January,2026-M01,4.3,158432.0,-158427.7,-99.99728590183801,1,,False,"January 2026 estimates were revised to incorporate updated population controls. For more information, see www.bls.gov/cps/documentation.htm#pop.",Unemployment Rate for January 2026 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M01,January,2026-M01,158592.0,4.3,158587.7,3688086.046511628,1,,False,,Total Nonfarm Employment for January 2026 was 158592.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M02,February,2026-M02,4.4,158592.0,-158587.6,-99.99722558514932,2,,False,,Unemployment Rate for February 2026 was 4.4.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M02,February,2026-M02,158436.0,4.4,158431.6,3600718.1818181816,2,,False,,Total Nonfarm Employment for February 2026 was 158436.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M03,March,2026-M03,4.3,158436.0,-158431.7,-99.99728597036028,3,,False,,Unemployment Rate for March 2026 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M03,March,2026-M03,158650.0,4.3,158645.7,3689434.8837209307,3,,False,,Total Nonfarm Employment for March 2026 was 158650.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M04,April,2026-M04,4.3,158650.0,-158645.7,-99.9972896312638,4,,False,,Unemployment Rate for April 2026 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M04,April,2026-M04,158798.0,4.3,158793.7,3692876.7441860475,4,,False,,Total Nonfarm Employment for April 2026 was 158798.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M05,May,2026-M05,4.3,158798.0,-158793.7,-99.99729215733197,5,,False,,Unemployment Rate for May 2026 was 4.3.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M05,May,2026-M05,158927.0,4.3,158922.7,3695876.7441860475,5,,False,preliminary,Total Nonfarm Employment for May 2026 was 158927.,2026-07-26T19:16:15Z
LNS14000000,Unemployment Rate,Monthly,2026,M06,June,2026-M06,4.2,158927.0,-158922.8,-99.99735727724048,6,,True,,Unemployment Rate for June 2026 was 4.2.,2026-07-26T19:16:15Z
CES0000000001,Total Nonfarm Employment,Monthly,2026,M06,June,2026-M06,158984.0,4.2,158979.8,3785233.333333333,6,,True,preliminary,Total Nonfarm Employment for June 2026 was 158984.,2026-07-26T19:16:15Z
