series_id,series_title,frequency,year,period,period_name,date_index,value,previous_value,value_diff,pct_change,month,quarter,latest,footnotes,nlp_text,publication_datetime
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M01,January,2020-M01,257.971,,,,1,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for January 2020 was 257.971.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M01,January,2020-M01,259.127,257.971,1.156000000000006,0.44811238472541715,1,,False,,Consumer Price Index (Seasonally Adjusted) for January 2020 was 259.127.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M02,February,2020-M02,258.678,259.127,-0.4490000000000123,-0.17327410883466882,2,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for February 2020 was 258.678.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M02,February,2020-M02,259.25,258.678,0.5720000000000027,0.221124332181323,2,,False,,Consumer Price Index (Seasonally Adjusted) for February 2020 was 259.250.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M03,March,2020-M03,258.115,259.25,-1.134999999999991,-0.4378013500482125,3,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for March 2020 was 258.115.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M03,March,2020-M03,258.076,258.115,-0.03899999999998727,-0.015109544195411839,3,,False,,Consumer Price Index (Seasonally Adjusted) for March 2020 was 258.076.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M04,April,2020-M04,256.389,258.076,-1.6870000000000118,-0.653683411088211,4,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for April 2020 was 256.389.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M04,April,2020-M04,256.032,256.389,-0.35700000000002774,-0.1392415431239358,4,,False,,Consumer Price Index (Seasonally Adjusted) for April 2020 was 256.032.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M05,May,2020-M05,256.394,256.032,0.3620000000000232,0.14138857642795558,5,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for May 2020 was 256.394.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M05,May,2020-M05,255.802,256.394,-0.592000000000013,-0.2308946387200999,5,,False,,Consumer Price Index (Seasonally Adjusted) for May 2020 was 255.802.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M06,June,2020-M06,257.797,255.802,1.995000000000033,0.7799000789673393,6,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for June 2020 was 257.797.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M06,June,2020-M06,257.042,257.797,-0.7550000000000523,-0.2928660923129642,6,,False,,Consumer Price Index (Seasonally Adjusted) for June 2020 was 257.042.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M07,July,2020-M07,259.101,257.042,2.059000000000026,0.8010364065016713,7,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for July 2020 was 259.101.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M07,July,2020-M07,258.352,259.101,-0.7490000000000236,-0.28907646053084457,7,,False,,Consumer Price Index (Seasonally Adjusted) for July 2020 was 258.352.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M08,August,2020-M08,259.918,258.352,1.566000000000031,0.6061497491794261,8,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for August 2020 was 259.918.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M08,August,2020-M08,259.316,259.918,-0.6020000000000323,-0.23161150824492044,8,,False,,Consumer Price Index (Seasonally Adjusted) for August 2020 was 259.316.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M09,September,2020-M09,260.28,259.316,0.9639999999999986,0.3717472118959103,9,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for September 2020 was 260.280.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M09,September,2020-M09,259.997,260.28,-0.2829999999999586,-0.1087290610112028,9,,False,,Consumer Price Index (Seasonally Adjusted) for September 2020 was 259.997.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M10,October,2020-M10,260.388,259.997,0.3909999999999627,0.15038635061172348,10,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for October 2020 was 260.388.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M10,October,2020-M10,260.319,260.388,-0.06899999999995998,-0.02649891700076808,10,,False,,Consumer Price Index (Seasonally Adjusted) for October 2020 was 260.319.,2026-07-26T19:16:15Z
CUUR0000SA0,Consumer Price Index for All Urban Consumers (CPI-U): All Items,Monthly,2020,M11,November,2020-M11,260.229,260.319,-0.09000000000003183,-0.03457296624527285,11,,False,,Consumer Price Index for All Urban Consumers (CPI-U): All Items for November 2020 was 260.229.,2026-07-26T19:16:15Z
CUSR0000SA0,Consumer Price Index (Seasonally Adjusted),Monthly,2020,M11,November,2020-M11,260.911,260.229,0.6820000000000164,0.2620768630706095,11,,False,,Consumer Price Index (Seasonally Adjusted) for November 2020 was 260.911.,2026-07-26T19:16:15Z
